id,DBN,SchoolName,AP Test Takers ,Total Exams Taken,Number of Exams with scores 3 4 or 5
1,04M610,UNIVERSITY NEIGHBORHOOD H.S.,22,34,10
2,01M448,JOHN DEWEY H.S.,21,21,13
3,19K507,Acorn High School for Social Justice,11,37,8
4,17K528,Academy for College Preparation and Career Explora,34,27,9
5,17K537,"High School for Global Citizenship, The",20,22,18
